|Index|pVelocitySplineBuffer|pPositionSplineBuffer
|1037|32.7867|16.8032
|1038|32.7867|16.836
|1039|32.7867|16.8688
|1040|32.7867|16.9016
|1041|32.7867|16.9343
|1042|32.7867|16.9671
|1043|32.7867|16.9999
|1044|-144.5|-0.000141332
|1045|-625|0
|1046|0|0
|1047|383|513
|1048|-152.5|-633
|1049|1.5708|-620.434
|1050|-144.5|-633
|1051|32.7867|0.0327867
|1052|32.7867|0.0655735
|1053|32.7867|0.0983602
|1054|32.7867|0.131147
|1055|32.7867|0.163934
|1056|32.7867|0.19672
|1057|32.7867|0.229507
|1058|32.7867|0.262294
|1059|32.7867|0.295081
|1060|32.7867|0.327867
|1061|32.7867|0.360654
|1062|32.7867|0.393441
|1063|32.7867|0.426228
|1064|32.7867|0.459014
|1065|32.7868|0.491801
|1066|32.7868|0.524588
|1067|32.7868|0.557375
|1068|32.7868|0.590161
|1069|32.7868|0.622948
|1070|32.7868|0.655735
|1071|32.7868|0.688522
|1072|32.7868|0.721308
|1073|32.7868|0.754095
|1074|32.7868|0.786882
|1075|32.7868|0.819669
|1076|32.7868|0.852456
|1077|32.7868|0.885243
|1078|32.7869|0.918029
|1079|32.7869|0.950816
|1080|32.7869|0.983603
|1081|32.7869|1.01639
|1082|32.7869|1.04918
|1083|32.7869|1.08196
|1084|32.7869|1.11475
|1085|32.787|1.14754
|1086|32.787|1.18032
|1087|32.787|1.21311
|1088|32.787|1.2459
|1089|32.7871|1.27869
|1090|32.7871|1.31147
|1091|32.7871|1.34426
|1092|32.7871|1.37705
|1093|32.7872|1.40983
|1094|32.7872|1.44262
|1095|32.7872|1.47541
|1096|32.7873|1.5082
|1097|32.7873|1.54098
|1098|32.7873|1.57377
|1099|32.7874|1.60656
|1100|32.7874|1.63935
|1101|32.7874|1.67213
|1102|32.7875|1.70492
|1103|32.7875|1.73771
|1104|32.7876|1.7705
|1105|32.7876|1.80328
|1106|32.7877|1.83607
|1107|32.7877|1.86886
|1108|32.7878|1.90165
|1109|32.7878|1.93443
|1110|32.7879|1.96722
|1111|32.7879|2.00001
|1112|32.788|2.0328
|1113|32.788|2.06559
|1114|32.7881|2.09837
|1115|32.7882|2.13116
|1116|32.7882|2.16395
|1117|32.7883|2.19674
|1118|32.7884|2.22953
|1119|32.7884|2.26231
|1120|32.7885|2.2951
|1121|32.7886|2.32789
|1122|32.7887|2.36068
|1123|32.7887|2.39347
|1124|32.7888|2.42626
|1125|32.7889|2.45905
|1126|32.789|2.49184
|1127|32.7891|2.52462
|1128|32.7892|2.55741
|1129|32.7892|2.5902
|1130|32.7893|2.62299
|1131|32.7894|2.65578
|1132|32.7895|2.68857
|1133|32.7896|2.72136
|1134|32.7897|2.75415
|1135|32.7898|2.78694
|1136|32.7899|2.81973
|1137|32.79|2.85252
|1138|32.7901|2.88531
|1139|32.7902|2.9181
|1140|32.7904|2.95089
|1141|32.7905|2.98368
|1142|32.7906|3.01647
|1143|32.7907|3.04926
|1144|32.7908|3.08205
|1145|32.7909|3.11484
|1146|32.7911|3.14763
|1147|32.7912|3.18043
|1148|32.7913|3.21322
|1149|32.7914|3.24601
|1150|32.7916|3.2788
|1151|32.7917|3.31159
|1152|32.7918|3.34438
|1153|32.792|3.37718
|1154|32.7921|3.40997
|1155|32.7923|3.44276
|1156|32.7924|3.47555
|1157|32.7925|3.50834
|1158|32.7927|3.54114
|1159|32.7928|3.57393
|1160|32.793|3.60672
|1161|32.7931|3.63952
|1162|32.7933|3.67231
|1163|32.7935|3.7051
|1164|32.7936|3.7379
|1165|32.7938|3.77069
|1166|32.7939|3.80348
|1167|32.7941|3.83628
|1168|32.7943|3.86907
|1169|32.7944|3.90187
|1170|32.7946|3.93466
|1171|32.7948|3.96746
|1172|32.795|4.00025
|1173|32.7951|4.03305
|1174|32.7953|4.06584
|1175|32.7955|4.09864
|1176|32.7957|4.13143
|1177|32.7959|4.16423
|1178|32.796|4.19702
|1179|32.7962|4.22982
|1180|32.7964|4.26262
|1181|32.7966|4.29541
|1182|32.7968|4.32821
|1183|32.797|4.36101
|1184|32.7972|4.3938
|1185|32.7974|4.4266
|1186|32.7976|4.4594
|1187|32.7978|4.4922
|1188|32.798|4.52499
|1189|32.7982|4.55779
|1190|32.7984|4.59059
|1191|32.7986|4.62339
|1192|32.7988|4.65619
|1193|32.799|4.68899
|1194|32.7992|4.72178
|1195|32.7994|4.75458
|1196|32.7996|4.78738
|1197|32.7999|4.82018
|1198|32.8001|4.85298
|1199|32.8003|4.88578
|1200|32.8005|4.91858
|1201|32.8007|4.95138
|1202|32.801|4.98419
|1203|32.8012|5.01699
|1204|32.8014|5.04979
|1205|32.8016|5.08259
|1206|32.8018|5.11539
|1207|32.8021|5.14819
|1208|32.8023|5.18099
|1209|32.8025|5.2138
|1210|32.8028|5.2466
|1211|32.803|5.2794
|1212|32.8032|5.31221
|1213|32.8035|5.34501
|1214|32.8037|5.37781
|1215|32.8039|5.41062
|1216|32.8042|5.44342
|1217|32.8044|5.47622
|1218|32.8046|5.50903
|1219|32.8049|5.54183
|1220|32.8051|5.57464
|1221|32.8054|5.60744
|1222|32.8056|5.64025
|1223|32.8058|5.67306
|1224|32.8061|5.70586
|1225|32.8063|5.73867
|1226|32.8066|5.77147
|1227|32.8068|5.80428
|1228|32.807|5.83709
|1229|32.8073|5.8699
|1230|32.8075|5.9027
|1231|32.8078|5.93551
|1232|32.808|5.96832
|1233|32.8083|6.00113
|1234|32.8085|6.03393
|1235|32.8088|6.06674
|1236|32.809|6.09955
|1237|32.8093|6.13236
|1238|32.8095|6.16517
|1239|32.8098|6.19798
|1240|32.81|6.23079
|1241|32.8102|6.2636
|1242|32.8105|6.29641
|1243|32.8107|6.32922
|1244|32.811|6.36203
|1245|32.8112|6.39484
|1246|32.8115|6.42765
|1247|32.8117|6.46047
|1248|32.812|6.49328
|1249|32.8122|6.52609
|1250|32.8125|6.5589
|1251|32.8127|6.59171
|1252|32.813|6.62453
|1253|32.8132|6.65734
|1254|32.8134|6.69015
|1255|32.8137|6.72297
|1256|32.8139|6.75578
|1257|32.8142|6.7886
|1258|32.8144|6.82141
|1259|32.8147|6.85422
|1260|32.8149|6.88704
|1261|32.8151|6.91985
|1262|32.8154|6.95267
|1263|32.8156|6.98549
|1264|32.8159|7.0183
|1265|32.8161|7.05112
|1266|32.8163|7.08393
|1267|32.8166|7.11675
|1268|32.8168|7.14957
|1269|32.817|7.18238
|1270|32.8173|7.2152
|1271|32.8175|7.24802
|1272|32.8177|7.28084
|1273|32.818|7.31365
|1274|32.8182|7.34647
|1275|32.8184|7.37929
|1276|32.8187|7.41211
|1277|32.8189|7.44493
|1278|32.8191|7.47775
|1279|32.8193|7.51056
|1280|32.8196|7.54338
|1281|32.8198|7.5762
|1282|32.82|7.60902
|1283|32.8202|7.64184
|1284|32.8204|7.67466
|1285|32.8207|7.70749
|1286|32.8209|7.74031
|1287|32.8211|7.77313
|1288|32.8213|7.80595
|1289|32.8215|7.83877
|1290|32.8217|7.87159
|1291|32.8219|7.90441
|1292|32.8221|7.93723
|1293|32.8223|7.97006
|1294|32.8226|8.00288
|1295|32.8228|8.0357
|1296|32.823|8.06853
|1297|32.8232|8.10135
|1298|32.8234|8.13417
|1299|32.8236|8.16699
|1300|32.8237|8.19982
|1301|32.8239|8.23264
|1302|32.8241|8.26547
|1303|32.8243|8.29829
|1304|32.8245|8.33112
|1305|32.8247|8.36394
|1306|32.8249|8.39676
|1307|32.8251|8.42959
|1308|32.8252|8.46241
|1309|32.8254|8.49524
|1310|32.8256|8.52807
|1311|32.8258|8.56089
|1312|32.826|8.59372
|1313|32.8261|8.62654
|1314|32.8263|8.65937
|1315|32.8265|8.6922
|1316|32.8266|8.72502
|1317|32.8268|8.75785
|1318|32.827|8.79068
|1319|32.8271|8.8235
|1320|32.8273|8.85633
|1321|32.8274|8.88916
|1322|32.8276|8.92198
|1323|32.8277|8.95481
|1324|32.8279|8.98764
|1325|32.828|9.02047
|1326|32.8282|9.0533
|1327|32.8283|9.08612
|1328|32.8285|9.11895
|1329|32.8286|9.15178
|1330|32.8288|9.18461
|1331|32.8289|9.21744
|1332|32.829|9.25027
|1333|32.8292|9.2831
|1334|32.8293|9.31593
|1335|32.8294|9.34876
|1336|32.8296|9.38159
|1337|32.8297|9.41441
|1338|32.8298|9.44724
|1339|32.8299|9.48007
|1340|32.83|9.5129
|1341|32.8302|9.54573
|1342|32.8303|9.57856
|1343|32.8304|9.6114
|1344|32.8305|9.64423
|1345|32.8306|9.67706
|1346|32.8307|9.70989
|1347|32.8308|9.74272
|1348|32.8309|9.77555
|1349|32.831|9.80838
|1350|32.8311|9.84121
|1351|32.8312|9.87404
|1352|32.8313|9.90687
|1353|32.8314|9.9397
|1354|32.8315|9.97254
|1355|32.8316|10.0054
|1356|32.8317|10.0382
|1357|32.8318|10.071
|1358|32.8318|10.1039
|1359|32.8319|10.1367
|1360|32.832|10.1695
|1361|32.8321|10.2024
|1362|32.8321|10.2352
|1363|32.8322|10.268
|1364|32.8323|10.3009
|1365|32.8324|10.3337
|1366|32.8324|10.3665
|1367|32.8325|10.3994
|1368|32.8326|10.4322
|1369|32.8326|10.465
|1370|32.8327|10.4978
|1371|32.8327|10.5307
|1372|32.8328|10.5635
|1373|32.8329|10.5963
|1374|32.8329|10.6292
|1375|32.833|10.662
|1376|32.833|10.6948
|1377|32.8331|10.7277
|1378|32.8331|10.7605
|1379|32.8332|10.7933
|1380|32.8332|10.8262
|1381|32.8332|10.859
|1382|32.8333|10.8918
|1383|32.8333|10.9247
|1384|32.8334|10.9575
|1385|32.8334|10.9903
|1386|32.8334|11.0232
|1387|32.8335|11.056
|1388|32.8335|11.0888
|1389|32.8335|11.1217
|1390|32.8336|11.1545
|1391|32.8336|11.1873
|1392|32.8336|11.2202
|1393|32.8337|11.253
|1394|32.8337|11.2858
|1395|32.8337|11.3187
|1396|32.8337|11.3515
|1397|32.8337|11.3843
|1398|32.8338|11.4172
|1399|32.8338|11.45
|1400|32.8338|11.4829
|1401|32.8338|11.5157
|1402|32.8338|11.5485
|1403|32.8339|11.5814
|1404|32.8339|11.6142
|1405|32.8339|11.647
|1406|32.8339|11.6799
|1407|32.8339|11.7127
|1408|32.8339|11.7455
|1409|32.8339|11.7784
|1410|32.8339|11.8112
|1411|32.8339|11.844
|1412|32.8339|11.8769
|1413|32.834|11.9097
|1414|32.834|11.9425
|1415|32.834|11.9754
|1416|32.834|12.0082
|1417|32.834|12.041
|1418|32.834|12.0739
|1419|32.834|12.1067
|1420|32.834|12.1395
|1421|32.834|12.1724
|1422|32.834|12.2052
|1423|32.834|12.238
|1424|32.834|12.2709
|1425|32.834|12.3037
|1426|32.834|12.3365
|1427|32.834|12.3694
|1428|32.834|12.4022
|1429|32.834|12.435
|1430|32.834|12.4679
|1431|32.834|12.5007
|1432|32.834|12.5335
|1433|32.834|12.5664
|1434|0|-0.000141332
|1435|-625|0
|1436|0|0
|1437|1445|512
|1438|-144.5|-625
|1439|0|-625
|1440|-4.8367e-026|-4.8367e-026
|1441|32.834|0.032834
|1442|32.834|0.065668
|1443|32.834|0.098502
|1444|32.834|0.131336
|1445|32.834|0.16417
|1446|32.8341|0.197004
|1447|32.8341|0.229838
|1448|32.8341|0.262672
|1449|32.8342|0.295506
|1450|32.8343|0.328341
|1451|32.8344|0.361175
|1452|32.8345|0.39401
|1453|32.8346|0.426844
|1454|32.8348|0.459679
|1455|32.835|0.492514
|1456|32.8352|0.525349
|1457|32.8354|0.558184
|1458|32.8357|0.59102
|1459|32.836|0.623856
|1460|32.8363|0.656692
|1461|32.8367|0.689528
|1462|32.8371|0.722365
|1463|32.8376|0.755202
|1464|32.838|0.78804
|1465|32.8386|0.820879
|1466|32.8391|0.853717
|1467|32.8398|0.886557
|1468|32.8404|0.919397
|1469|32.8411|0.952238
|1470|32.8419|0.985079
|1471|32.8427|1.01792
|1472|32.8436|1.05076
|1473|32.8445|1.08361
|1474|32.8455|1.11645
|1475|32.8465|1.1493
|1476|32.8477|1.18215
|1477|32.8488|1.215
|1478|32.8501|1.24784
|1479|32.8514|1.2807
|1480|32.8527|1.31355
|1481|32.8542|1.3464
|1482|32.8557|1.37926
|1483|32.8573|1.41211
|1484|32.8589|1.44497
|1485|32.8606|1.47783
|1486|32.8625|1.51069
|1487|32.8644|1.54355
|1488|32.8663|1.57642
|1489|32.8684|1.60929
|1490|32.8705|1.64216
|1491|32.8728|1.67503
|1492|32.8751|1.7079
|1493|32.8775|1.74078
|1494|32.88|1.77366
|1495|32.8826|1.80654
|1496|32.8853|1.83942
|1497|32.8881|1.87231
|1498|32.891|1.9052
|1499|32.894|1.93809
|1500|32.8971|1.97099
|1501|32.9003|2.00389
|1502|32.9036|2.03679
|1503|32.907|2.06969
|1504|32.9105|2.1026
|1505|32.9141|2.13551
|1506|32.9179|2.16843
|1507|32.9217|2.20135
|1508|32.9257|2.23427
|1509|32.9298|2.2672
|1510|32.934|2.30013
|1511|32.9383|2.33307
|1512|32.9428|2.36601
|1513|32.9474|2.39895
|1514|32.9521|2.4319
|1515|32.9569|2.46486
|1516|32.9619|2.49782
|1517|32.967|2.53078
|1518|32.9722|2.56375
|1519|32.9776|2.59673
|1520|32.9831|2.62971
|1521|32.9887|2.66269
|1522|32.9945|2.69569
|1523|33.0004|2.72868
|1524|33.0065|2.76169
|1525|33.0127|2.7947
|1526|33.019|2.82771
|1527|33.0255|2.86073
|1528|33.0322|2.89376
|1529|33.039|2.9268
|1530|33.0459|2.95984
|1531|33.053|2.99289
|1532|33.0603|3.02595
|1533|33.0677|3.05901
|1534|33.0753|3.09208
|1535|33.083|3.12516
|1536|33.0909|3.15825
|1537|33.099|3.19134
|1538|33.1072|3.22445
|1539|33.1156|3.25756
|1540|33.1242|3.29068
|1541|33.1329|3.32381
|1542|33.1418|3.35694
|1543|33.1509|3.39009
|1544|33.1602|3.42325
|1545|33.1696|3.45641
|1546|33.1792|3.48958
|1547|33.189|3.52277
|1548|33.199|3.55596
|1549|33.2091|3.58917
|1550|33.2195|3.62238
|1551|33.23|3.65561
|1552|33.2407|3.68884
|1553|33.2516|3.72209
|1554|33.2627|3.75534
|1555|33.274|3.78861
|1556|33.2855|3.82189
|1557|33.2971|3.85518
|1558|33.309|3.88849
|1559|33.3211|3.9218
|1560|33.3334|3.95513
|1561|33.3458|3.98847
|1562|33.3585|4.02182
|1563|33.3714|4.05519
|1564|33.3845|4.08856
|1565|33.3978|4.12195
|1566|33.4113|4.15536
|1567|33.425|4.18878
|1568|33.4389|4.22221
|1569|33.453|4.25566
|1570|33.4674|4.28912
|1571|33.482|4.32259
|1572|33.4967|4.35608
|1573|33.5118|4.38958
|1574|33.527|4.4231
|1575|33.5424|4.45664
|1576|33.5581|4.49019
|1577|33.574|4.52375
|1578|33.5901|4.55734
|1579|33.6065|4.59093
|1580|33.6231|4.62455
|1581|33.6399|4.65818
|1582|33.6569|4.69183
|1583|33.6742|4.72549
|1584|33.6917|4.75918
|1585|33.7095|4.79288
|1586|33.7275|4.8266
|1587|33.7457|4.86033
|1588|33.7642|4.89409
|1589|33.7829|4.92786
|1590|33.8019|4.96165
|1591|33.8211|4.99547
|1592|33.8405|5.0293
|1593|33.8602|5.06315
|1594|33.8802|5.09702
|1595|33.9004|5.13091
|1596|33.9208|5.16482
|1597|33.9415|5.19875
|1598|33.9625|5.2327
|1599|33.9837|5.26667
|1600|34.0052|5.30067
|1601|34.0269|5.33468
|1602|34.0489|5.36872
|1603|34.0712|5.40278
|1604|34.0937|5.43686
|1605|34.1165|5.47097
|1606|34.1395|5.5051
|1607|34.1629|5.53925
|1608|34.1864|5.57342
|1609|34.2103|5.60762
|1610|34.2344|5.64184
|1611|34.2588|5.67609
|1612|34.2835|5.71036
|1613|34.3084|5.74466
|1614|34.3337|5.77898
|1615|34.3592|5.81333
|1616|34.3849|5.8477
|1617|34.411|5.8821
|1618|34.4373|5.91652
|1619|34.464|5.95097
|1620|34.4909|5.98545
|1621|34.5181|6.01995
|1622|34.5455|6.05448
|1623|34.5733|6.08904
|1624|34.6014|6.12363
|1625|34.6297|6.15825
|1626|34.6584|6.19289
|1627|34.6873|6.22756
|1628|34.7165|6.26226
|1629|34.746|6.297
|1630|34.7758|6.33176
|1631|34.8059|6.36655
|1632|34.8364|6.40137
|1633|34.8671|6.43622
|1634|34.8981|6.4711
|1635|34.9294|6.50602
|1636|34.961|6.54096
|1637|34.9929|6.57594
|1638|35.0251|6.61095
|1639|35.0577|6.64599
|1640|35.0905|6.68106
|1641|35.1237|6.71617
|1642|35.1571|6.75131
|1643|35.1909|6.78648
|1644|35.225|6.82169
|1645|35.2594|6.85693
|1646|35.2941|6.89221
|1647|35.3291|6.92752
|1648|35.3644|6.96287
|1649|35.4001|6.99825
|1650|35.4361|7.03367
|1651|35.4724|7.06912
|1652|35.509|7.10461
|1653|35.5459|7.14014
|1654|35.5832|7.17571
|1655|35.6208|7.21131
|1656|35.6587|7.24695
|1657|35.6969|7.28263
|1658|35.7355|7.31834
|1659|35.7744|7.3541
|1660|35.8136|7.38989
|1661|35.8532|7.42572
|1662|35.8931|7.4616
|1663|35.9333|7.49751
|1664|35.9738|7.53346
|1665|36.0147|7.56946
|1666|36.0559|7.60549
|1667|36.0975|7.64157
|1668|36.1394|7.67769
|1669|36.1816|7.71385
|1670|36.2242|7.75005
|1671|36.2671|7.7863
|1672|36.3104|7.82259
|1673|36.354|7.85892
|1674|36.3979|7.89529
|1675|36.4422|7.93171
|1676|36.4868|7.96818
|1677|36.5318|8.00469
|1678|36.5771|8.04124
|1679|36.6228|8.07784
|1680|36.6688|8.11449
|1681|36.7151|8.15118
|1682|36.7619|8.18792
|1683|36.8089|8.2247
|1684|36.8563|8.26154
|1685|36.9041|8.29842
|1686|36.9522|8.33534
|1687|37.0007|8.37232
|1688|37.0495|8.40935
|1689|37.0987|8.44642
|1690|37.1483|8.48354
|1691|37.1982|8.52072
|1692|37.2485|8.55794
|1693|37.2991|8.59521
|1694|37.3501|8.63254
|1695|37.4014|8.66991
|1696|37.4531|8.70734
|1697|37.5052|8.74482
|1698|37.5576|8.78235
|1699|37.6104|8.81994
|1700|37.6636|8.85757
|1701|37.7171|8.89526
|1702|37.771|8.93301
|1703|37.8253|8.97081
|1704|37.8799|9.00866
|1705|37.9349|9.04657
|1706|37.9903|9.08453
|1707|38.046|9.12255
|1708|38.1021|9.16062
|1709|38.1586|9.19875
|1710|38.2154|9.23694
|1711|38.2727|9.27518
|1712|38.3303|9.31348
|1713|38.3882|9.35184
|1714|38.4466|9.39026
|1715|38.5053|9.42874
|1716|38.5644|9.46727
|1717|38.6239|9.50586
|1718|38.6837|9.54452
|1719|38.744|9.58323
|1720|38.8046|9.62201
|1721|38.8656|9.66084
|1722|38.9269|9.69974
|1723|38.9887|9.7387
|1724|39.0508|9.77772
|1725|39.1133|9.8168
|1726|39.1762|9.85594
|1727|39.2395|9.89515
|1728|39.3031|9.93442
|1729|39.3672|9.97376
|1730|39.4316|10.0132
|1731|39.4964|10.0526
|1732|39.5616|10.0921
|1733|39.6272|10.1317
|1734|39.6932|10.1714
|1735|39.7595|10.2111
|1736|39.8263|10.2509
|1737|39.8934|10.2908
|1738|39.9609|10.3307
|1739|40.0289|10.3707
|1740|40.0972|10.4108
|1741|40.1659|10.4509
|1742|40.2349|10.4911
|1743|40.3044|10.5314
|1744|40.3743|10.5717
|1745|40.4445|10.6121
|1746|40.5152|10.6526
|1747|40.5862|10.6931
|1748|40.6576|10.7338
|1749|40.7295|10.7745
|1750|40.8017|10.8152
|1751|40.8743|10.8561
|1752|40.9473|10.897
|1753|41.0207|10.938
|1754|41.0945|10.979
|1755|41.1687|11.0202
|1756|41.2433|11.0614
|1757|41.3183|11.1026
|1758|41.3937|11.144
|1759|41.4695|11.1854
|1760|41.5456|11.2269
|1761|41.6222|11.2685
|1762|41.6992|11.3102
|1763|41.7766|11.3519
|1764|41.8543|11.3937
|1765|41.9325|11.4356
|1766|42.0111|11.4776
|1767|42.0901|11.5196
|1768|42.1694|11.5618
|1769|42.2492|11.604
|1770|42.3294|11.6463
|1771|42.4099|11.6886
|1772|42.4909|11.7311
|1773|42.5723|11.7736
|1774|42.6541|11.8162
|1775|42.7362|11.8589
|1776|42.8188|11.9017
|1777|42.9018|11.9446
|1778|42.9852|11.9875
|1779|43.0689|12.0305
|1780|43.1531|12.0737
|1781|43.2377|12.1168
|1782|43.3227|12.1601
|1783|43.4081|12.2035
|1784|43.4939|12.2469
|1785|43.5801|12.2905
|1786|43.6667|12.3341
|1787|43.7537|12.3778
|1788|43.8411|12.4216
|1789|43.9289|12.4655
|1790|44.0171|12.5095
|1791|44.1058|12.5535
|1792|44.1948|12.5977
|1793|44.2842|12.6419
|1794|44.374|12.6863
|1795|44.4643|12.7307
|1796|44.5549|12.7752
|1797|44.646|12.8198
|1798|44.7374|12.8645
|1799|44.8293|12.9093
|1800|44.9215|12.9541
|1801|45.0142|12.9991
|1802|45.1072|13.0442
|1803|45.2007|13.0893
|1804|45.2946|13.1346
|1805|45.3889|13.1799
|1806|45.4835|13.2253
|1807|45.5786|13.2709
|1808|45.6741|13.3165
|1809|45.77|13.3622
|1810|45.8663|13.408
|1811|45.963|13.454
|1812|46.0601|13.5
|1813|46.1576|13.5461
|1814|46.2555|13.5923
|1815|46.3538|13.6386
|1816|46.4526|13.685
|1817|46.5517|13.7315
|1818|46.6512|13.7781
|1819|46.7511|13.8248
|1820|46.8515|13.8716
|1821|46.9522|13.9185
|1822|47.0534|13.9655
|1823|47.1549|14.0126
|1824|47.2568|14.0598
|1825|47.3592|14.1071
|1826|47.4619|14.1545
|1827|47.5651|14.202
|1828|47.6686|14.2497
|1829|47.7726|14.2974
|1830|47.8769|14.3452
|1831|47.9817|14.3931
|1832|48.0868|14.4412
|1833|48.1924|14.4893
|1834|48.2984|14.5375
|1835|48.4047|14.5859
|1836|48.5115|14.6344
|1837|48.6186|14.6829
|1838|48.7262|14.7316
|1839|48.8341|14.7804
|1840|48.9425|14.8293
|1841|49.0512|14.8783
|1842|49.1604|14.9274
|1843|49.2699|14.9766
|1844|49.3799|15.0259
|1845|49.4902|15.0753
|1846|49.601|15.1249
|1847|49.7121|15.1745
|1848|49.8236|15.2243
|1849|49.9356|15.2742
|1850|50.0479|15.3242
|1851|50.1606|15.3743
|1852|50.2737|15.4245
|1853|50.3872|15.4748
|1854|50.5011|15.5253
|1855|50.6154|15.5758
|1856|50.7301|15.6265
|1857|50.8452|15.6773
|1858|50.9607|15.7282
|1859|51.0766|15.7792
|1860|51.1928|15.8304
|1861|51.3095|15.8816
|1862|51.4265|15.933
|1863|51.5439|15.9845
|1864|51.6618|16.0361
|1865|51.78|16.0878
|1866|51.8986|16.1396
|1867|52.0175|16.1916
|1868|52.1369|16.2437
|1869|52.2567|16.2959
|1870|52.3768|16.3482
|1871|52.4974|16.4006
|1872|52.6183|16.4532
|1873|52.7396|16.5058
|1874|52.8613|16.5586
|1875|52.9834|16.6116
|1876|53.1058|16.6646
|1877|53.2287|16.7178
|1878|53.3519|16.7711
|1879|53.4755|16.8245
|1880|53.5995|16.878
|1881|53.7238|16.9317
|1882|53.8486|16.9855
|1883|53.9737|17.0394
|1884|54.0992|17.0934
|1885|54.2251|17.1476
|1886|54.3514|17.2019
|1887|54.478|17.2563
|1888|54.605|17.3108
|1889|54.7324|17.3655
|1890|54.8602|17.4203
|1891|54.9883|17.4752
|1892|55.1168|17.5303
|1893|55.2457|17.5854
|1894|55.375|17.6408
|1895|55.5046|17.6962
|1896|55.6346|17.7518
|1897|55.765|17.8075
|1898|55.8958|17.8633
|1899|56.0269|17.9193
|1900|56.1583|17.9753
|1901|56.2902|18.0316
|1902|56.4224|18.0879
|1903|56.555|18.1444
|1904|56.6879|18.201
|1905|56.8212|18.2578
|1906|56.9549|18.3147
|1907|57.089|18.3717
|1908|57.2234|18.4289
|1909|57.3581|18.4861
|1910|57.4932|18.5436
|1911|57.6287|18.6011
|1912|57.7646|18.6588
|1913|57.9008|18.7167
|1914|58.0373|18.7746
|1915|58.1742|18.8327
|1916|58.3115|18.891
|1917|58.4491|18.9494
|1918|58.5871|19.0079
|1919|58.7254|19.0665
|1920|58.8641|19.1253
|1921|59.0032|19.1843
|1922|59.1426|19.2433
|1923|59.2823|19.3026
|1924|59.4224|19.3619
|1925|59.5628|19.4214
|1926|59.7036|19.481
|1927|59.8447|19.5408
|1928|59.9862|19.6007
|1929|60.128|19.6608
|1930|60.2702|19.721
|1931|60.4127|19.7813
|1932|60.5555|19.8418
|1933|60.6987|19.9024
|1934|60.8422|19.9632
|1935|60.9861|20.0241
|1936|61.1303|20.0852
|1937|61.2748|20.1464
|1938|61.4197|20.2077
|1939|61.5649|20.2692
|1940|61.7104|20.3308
|1941|61.8563|20.3926
|1942|62.0025|20.4546
|1943|62.1491|20.5166
|1944|62.2959|20.5789
|1945|62.4431|20.6412
|1946|62.5907|20.7037
|1947|62.7385|20.7664
|1948|62.8867|20.8292
|1949|63.0352|20.8922
|1950|63.184|20.9553
|1951|63.3332|21.0186
|1952|63.4826|21.082
|1953|63.6324|21.1455
|1954|63.7825|21.2092
|1955|63.9329|21.2731
|1956|64.0837|21.3371
|1957|64.2347|21.4013
|1958|64.3861|21.4656
|1959|64.5378|21.53
|1960|64.6898|21.5946
|1961|64.8421|21.6594
|1962|64.9948|21.7243
|1963|65.1477|21.7894
|1964|65.3009|21.8546
|1965|65.4545|21.92
|1966|65.6083|21.9855
|1967|65.7625|22.0512
|1968|65.917|22.1171
|1969|66.0717|22.183
|1970|66.2268|22.2492
|1971|66.3822|22.3155
|1972|66.5378|22.382
|1973|66.6938|22.4486
|1974|66.8501|22.5153
|1975|67.0066|22.5823
|1976|67.1635|22.6494
|1977|67.3206|22.7166
|1978|67.478|22.784
|1979|67.6358|22.8516
|1980|67.7938|22.9193
|1981|67.9521|22.9871
|1982|68.1107|23.0552
|1983|68.2696|23.1234
|1984|68.4287|23.1917
|1985|68.5882|23.2602
|1986|68.7479|23.3289
|1987|68.9079|23.3977
|1988|69.0682|23.4667
|1989|69.2287|23.5359
|1990|69.3896|23.6052
|1991|69.5507|23.6746
|1992|69.7121|23.7443
|1993|69.8738|23.8141
|1994|70.0357|23.884
|1995|70.1979|23.9541
|1996|70.3604|24.0244
|1997|70.5231|24.0949
|1998|70.6861|24.1655
|1999|70.8494|24.2362
|2000|71.0129|24.3072
|2001|71.1767|24.3783
|2002|71.3408|24.4495
|2003|71.5051|24.5209
|2004|71.6697|24.5925
|2005|71.8345|24.6643
|2006|71.9996|24.7362
|2007|72.165|24.8083
|2008|72.3306|24.8805
|2009|72.4964|24.9529
|2010|72.6625|25.0255
|2011|72.8289|25.0983
|2012|72.9955|25.1712
|2013|73.1623|25.2442
|2014|73.3294|25.3175
|2015|73.4967|25.3909
|2016|73.6643|25.4645
|2017|73.8321|25.5382
|2018|74.0002|25.6122
|2019|74.1685|25.6862
|2020|74.337|25.7605
|2021|74.5058|25.8349
|2022|74.6748|25.9095
|2023|74.844|25.9843
|2024|75.0134|26.0592
|2025|75.1831|26.1343
|2026|75.353|26.2096
|2027|75.5232|26.285
|2028|75.6935|26.3606
|2029|75.8641|26.4364
|2030|76.0349|26.5123
|2031|76.206|26.5885
|2032|76.3772|26.6647
|2033|76.5487|26.7412
|2034|76.7204|26.8178
|2035|76.8923|26.8946
|2036|77.0644|26.9716
|2037|77.2367|27.0488
|2038|77.4092|27.1261
|2039|77.582|27.2036
|2040|77.7549|27.2813
|2041|77.9281|27.3591
|2042|78.1014|27.4371
|2043|78.275|27.5153
|2044|78.4487|27.5937
|2045|78.6227|27.6722
|2046|78.7968|27.7509
|2047|78.9712|27.8298
